author_name,paper_id
C.; Irie,24129
R.; Kemp,24129
C. C.; Mar-janovic,24129
M.; Scassellati,24129
B.;,24129
Williamson,24129
M.,24129
Scassellati,24144
B.,24144
Scassellati,24145
B.,24145
Ashok,24170
I.,24170
Zahorjan,24170
J. Adhara:,24170
Bodin,24171
F.,24171
Beckman,24171
P.,24171
Gannon D.,24171
Yang,24171
S.,24171
Kesavan,24171
Malony,24171
A.,24171
Mohr,24171
B.,24171
John R Anderson.,24196
Barklund,24249
J.,24249
Boberg,24249
K.,24249
Dell\'Acqua,24249
P.,24249
David Beymer.,24273
Michael J. Jones,24289
Tomaso Poggio.,24289
Sirovich,24290
L.,24290
Kirby,24290
M.,24290
Thomas Vetter,24306
Tomaso Poggio.,24306
David Mix Barrington,24373
Neil Immerman,24373
Howard Straubing,24373
J. Cai,24374
M. Furer,24374
N. Immerman,24374
K. Etessami,24378
N. Immerman.,24378
N. Immerman,24381
E. S. Lander,24381
N. Immerman.,24385
A. Selman.,24399
Scott B. Baden,24418
Scott R. Kohn,24418
Stephen J. Fink.,24418
Chialin Chang,24421
Alan Sussman,24421
Joel Saltz.,24421
Andrew S. Grimshaw.,24423
Chandy,24424
K. M.,24424
Kesselman,24424
C.,24424
Laxmikant V. Kale,24425
Sanjeev Krishnan. Charm++:,24425
Ian Foster,24428
Carl Kesselman,24428
Robert Olson,24428
Steven Tuecke,24428
H. Franke.,24429
S. Berson,24433
S. Ghandeharizadeh,24433
R. Muntz,24433
X. Ju.,24433
C. Federighi,24437
L. A. Rowe,24437
C. S. Freedman,24438
J. Burger,24438
D. J. DeWitt.,24438
J. Hsieh,24443
M. Lin,24443
C. L. Liu,24443
D. H. C. Du,24443
T. M. Ruwart,24443
R. Muntz,24446
S. Berson,24446
L. Golubchik,24446
J. Doyle,24476
M. P. Wellman.,24476
Subbarao Palacharla,24492
Norman P. Jouppi,24492
James E. Smith.,24492
J. Steffan,24497
T. Mowry.,24497
A. L. Chervenak,24501
D. A. Patterson,24501
R. H. Katz.,24501
D. A. Ford,24503
J. Myllymaki.,24503
L. Golubchik,24505
R. Muntz.,24505
J. Myllymaki,24513
M. Livny.,24513
Ousterhout,24516
J.,24516
Douglis,24516
F.,24516
Michael Stonebraker,24523
Jim Frew,24523
Kenn Gardels,24523
Jeff Meredith.,24523
Boutilier,24529
C.; Dean,24529
T.;,24529
Hanks,24529
S.,24529
Craig Boutilier,24530
Richard Dearden.,24530
Thomas Dean,24534
Leslie Kaelbling,24534
Jak Kirman,24534
Ann Nichol-son.,24534
David Poole.,24542
T. Arbogast,24547
M. F. Wheeler,24547
I. Yotov,24547
L. C. Cowsar,24558
M. F. Wheeler,24558
J. Mandel,24558
L.-S. Kang.,24559
T. F. Dupont,24562
P. T. Keenan,24562
J. Otten,24624
C.,24624
N. Nupairoj,24654
L. Ni.,24654
C-C. Su,24660
K. G. Shin.,24660
R. Molva,24681
G. Tsudik,24681
E. van Her-reweghen,24681
S. Zatti,24681
T.Y.C. Woo,24686
S.S. Lam.,24686
Robert F. Cmelik,24696
David Keppel. Shade:,24696
Detlefs,24699
David,24699
Al Dosser,24699
Benjamin Zorn,24699
Daniel Ross Edelson.,24703
Scott Nettles,24715
James O\'Toole,24715
David Pierce,24715
Nicholas Haines.,24715
Paul Wilson,24735
Mark Johnstone,24735
Michael Neely,24735
David Boles.,24735
Zorn,24738
B.,24738
Grunwald,24738
D.,24738
Zorn,24739
B.,24739
Grunwald,24739
D.,24739
H.M. Hunke.,24745
Babai,24755
L.,24755
Fortnow,24755
S. Dar,24781
R. Agrawal,24781
N. Gehani.,24781
John B. Carter,24785
Bryan Ford,24785
Mike Hibler,24785
Ravindra Kuramkote,24785
Jeffrey Law,24785
Lay Lepreau,24785
Douglas B. Orr,24785
Leigh Stoller,24785
Mark Swanson.,24785
Shaul Dar,24787
Narain Gehani,24787
H. V. Jagadish. CQL++:,24787
N. Gehani,24791
et al. OdeFS:,24791
W. P. Birmingham,24812
E. H. Durfee,24812
T. Mullen,24812
M. P. Wellman.,24812
Decker,24814
K.,24814
Sycara,24814
Williamson,24814
M.,24814
S. Kraus.,24820
M. U. Kamath,24829
K. Ramamritham,24829
Alon Y. Levy,24831
Anand Rajaraman,24831
Joann J. Ordille.,24831
Allison Woodruff,24855
Paul M. Aoki,24855
Eric Brewer,24855
Paul Gauthier,24855
Lawrence A. Rowe.,24855
Martin F. Arlitt,24856
Carey L. Williamson.,24856
K. Birman,24858
R. van Renesse.,24858
J. Bradley Chen,24859
Yasuhiro Endo,24859
Kee Chan,24859
David Mazieres,24859
Antonio Dias,24859
Margo Seltzer,24859
Michael D. Smith.,24859
Nicolas Gloy,24864
Cliff Young,24864
J. Bradley Chen,24864
Michael D. Smith.,24864
Kwan,24872
T. T.,24872
McGrath,24872
R. E.,24872
Reed,24872
D. A.,24872
Martin Abadi,24875
Roger Needham.,24875
L. Gong.,24887
M. Fasciano,24915
G. Lapalme.,24915
Nancy Green,24917
Giuseppe Carenini,24917
Stephan Kerpedjiev,24917
Steven Roth,24917
Johanna Moore.,24917
P. Heeman,24920
G. Hirst.,24920
Ravishankar,24953
M.,24953
MacKay,24966
D.,24966
C.E.,24974
C. Baral,24982
M. Gelfond.,24982
A. Kakas,24996
R. Kowalski,24996
F. Toni.,24996
Vladimir Lifschitz,25001
Norman McCain,25001
Teodor Przymusinski,25001
Robert Stark.,25001
Vladimir Lifschitz.,25002
A. van Gelder,25024
K. A. Ross,25024
J. S. Schlipf.,25024
Michael R. Macedonia,25031
Michael J. Zyda,25031
David R. Pratt,25031
Paul T. Barham,25031
Steven Zeswitz. NPSNET:,25031
Pardyak,25035
P.,25035
Bershad,25035
B.,25035
Purtilo,25036
J.,25036
Mark W. Bailey,25059
Jack W. Davidson.,25059
Lars Birkedal,25061
Mads Tofte,25061
Magnus Vejlstrup.,25061
Karl Crary.,25064
Allyn Dimock,25065
Robert Muller,25065
Franklyn Turbak,25065
J. B. Wells.,25065
Hieb,25068
Robert,25068
R. Kent Dybvig,25068
Carl Bruggeman.,25068
Yasuhiko Minamide,25074
Greg Morrisett,25074
Robert Harper.,25074
Zhong Shao.,25081
Stata,25083
R.,25083
Abadi,25083
M.,25083
Rajeev Ranjan,25155
Jagesh Sanghavi,25155
Robert Brayton,25155
Alberto Sangiovanni-Vincentelli.,25155
R. Ranjan,25156
J. Sanghavi,25156
R. K. Brayton,25156
A. L. Sangiovanni-Vincentelli.,25156
Sentovich,25158
E.,25158
K. Singh,25158
L. Lavagno,25158
C. Moon,25158
R. Murgai,25158
A. Saldanha,25158
H. Savoj,25158
P. Stephen,25158
R. Brayton,25158
A. Sangiovanni-Vincentelli,25158
Subhlok,25160
J.,25160
Yang,25160
B.,25160
I. S. Duff,25164
A. M. Erisman,25164
J. K.,25164
David S. Wise.,25178
K. P. Bennett,25181
O. L. Mangasarian.,25181
P. S. Bradley,25184
O. L. Mangasarian,25184
W. N.,25184
Z.-Q. Luo,25199
P. Tseng.,25199
O. L. Mangasarian.,25201
William Welch,25238
Andrew Witkin,25238
A. Witkin,25240
W. Welch.,25240
Alan Borning,25265
Kim Marriott,25265
Peter Stuckey,25265
Yi Xiao.,25265
Ousterhout,25296
J.K.,25296
Da Costa,25296
H.,25296
Harrison,25296
D.,25296
Kunze,25296
J.A.,25296
Kupfer,25296
M.,25296
Thompson,25296
J.G.,25296
McKeown M.G.,25322
P. Hastings,25323
S. Lyti-nen.,25323
Hastings,25324
P.M.,25324
Lytinen,25324
S.L.,25324
Richard D Alpert,25344
Cezay Dubnicki,25344
Edward Felten,25344
Kai Li.,25344
T.E. Cheatham,25346
A. Fahmy,25346
D.C. Stefanescu,25346
L.G. Valiant.,25346
A. Heddaya,25356
A.F. Fahmy.,25356
M. V. Nibhanupudi,25362
C. D. Norton,25362
B. K. Szymanski,25362
F. Abbattista,25400
G. M. G. Fatone,25400
F. Lanubile,25400
G. Visaggio,25400
Susan J. Eggers,25413
Joel S. Emer,25413
Henry M. Levy,25413
Jack L. Lo,25413
Rebecca L. Stamm,25413
Dean M. Tullsen.,25413
Vijay Karamacheti,25415
John Plevyak,25415
Andrew A. Chien.,25415
Balkrishna Ramkumar,25421
Volker Strumpen.,25421
Volker Strumpen.,25424
J.Y. Tsai,25425
P.C. Yew.,25425
Chen,25430
C-M.M.,25430
Roussopoulos,25430
N.,25430
A. Baratloo,25467
M. Karaul,25467
Z. Kedem,25467
P. Wyckoff.,25467
B. Christiansen,25469
P. Cappello,25469
M. F. Ionescu,25469
M. O. Neary,25469
K. E. Schauser,25469
D. Wu,25469
Javelin:,25469
L.F.G. Sarmenta,25472
Bayanihan:,25472
M. B. Abbott,25474
L. L. Peter-son.,25474
M. Devarakonda,25480
A. Mukherjee.,25480
Measurement,25492
Erich M. Nahum,25497
David J. Yates,25497
James F. Kurose,25497
Don Towsley.,25497
James Salehi,25504
James Kurose,25504
Don Towsley.,25504
Jiawei Han,25529
Yongjian Fu.,25529
K. Hatonen,25530
M. Klemettinen,25530
H. Mannila,25530
P. Ronkainen,25530
H. Toivonen.,25530
M. Jaeger,25536
H. Mannila,25536
E. Weydert.,25536
Kivinen J.,25541
Mannila H.:,25541
Heikki Mannila.,25544
Heikki Mannila,25548
Hannu Toivonen.,25548
H. Mannila,25549
H. Toivonen.,25549
Heikki Mannila,25550
Hannu Toivonen.,25550
W. Shen,25558
K.Ong,25558
B. Mitbander,25558
C. Zaniolo,25558
Brigitte Frohlich,25586
Peter Gorm Larsen.,25586
J. S. Fitzgerald,25592
T. M. Brookes,25592
M. A. Green,25592
P. G. Larsen.,25592
Ball,25594
T.,25594
Larus,25594
J. R.,25594
Avrim Blum,25600
Prasad Chalasani.,25600
C. Papadimitriou,25611
M. Yannakakis,25611
S. D. Johnson,25667
Bhaskar Bose.,25667
Iliano Cervesato,25682
Joshua S. Hodas,25682
Frank Pfenning.,25682
Jordi Levy.,25691
Casdagli,25702
Martin.,25702
S. Ravela,25734
B. Draper,25734
J. Lim,25734
R. Weiss,25734
J. H. Friedman.,25772
Sutton R.S.:,25791
Thrun,25794
S.,25794
Sebastian Thrun,25795
Blum,25805
A.,25805
M. Furst,25805
J. Jackson,25805
M. Kearns,25805
Y. Mansour,25805
S. Rudich,25805
N. Bshouty,25807
Y. Mansour.,25807
Michael W. Godfrey.,25830
David Garlan,25831
Mary Shaw,25831
Spiros Mancoridis,25835
Richard C. Holt,25835
Michael W. Godfrey.,25835
David A. Penny,25838
Richard C. Holt,25838
Michael W. Godfrey.,25838
K. Bugrara,25852
Y. Pan,25852
P. Purdom Jr.,25852
Paul Walton Purdom Jr.,25871
G. Neil Haven,25871
G. A. Agha,25941
S. Frtlund,25941
W. Kim,25941
R. Panwar,25941
A. Patterson,25941
D. Sturman.,25941
G. Agha,25942
W. Kim,25942
R. Panwar.,25942
M. Astley,25946
G. Agha.,25946
Christian J. Callsen,25960
Gul Agha.,25960
Andrew Chien,25963
Vijay Karamcheti,25963
John Plevyak.,25963
Svend Frtlund.,25974
Andrew S. Grimshaw,25981
Jon B. Weissan,25981
W. Timothy Strayer.,25981
C. Houck,25996
G. Agha: Hal:,25996
Vijay Karamcheti,26008
Andrew Chien.,26008
V. Karamcheti,26009
A. Chien.,26009
G. Agha,26011
K. Wooyoung.,26011
W. Kim,26012
G. Agha.,26012
W. Kim,26013
R. Panwar,26013
G. Agha.,26013
Koldinger,26014
E. J.,26014
Chase,26014
J. S.,26014
Eggers,26014
S. J.,26014
Vipin Kumar,26016
Ananth Y. Grama,26016
Nageshwara Rao Vempaty,26016
Stephan Murer,26027
Jerome Feldman,26027
Chu-Cheow Lim. pSather:,26027
Jim Blythe (1994).,26028
R.P. Goldman,26031
M.S. Boddy.,26031
V. Basili,26038
S. Green,26038
O. Laitenberger,26038
F. Lanubile,26038
F. Shull,26038
S. Srumgrd,26038
M. Zelkowitz,26038
Michael Sannella. SkyBlue:,26051
B.R. Donald,26055
P. Xavier,26055
J.F. Canny,26055
J. Reif.,26055
J. Kosecka,26059
C. Tomlin,26059
G. Pappas,26059
S. Sastry.,26059
M. J. Mataric.,26061
C. Tomlin,26065
G. Pappas,26065
J. Lygeros,26065
D. Godbole,26065
S. Sastry.,26065
J. Freire,26080
T. Swift,26080
D.S. Warren.,26080
Toman,26102
D.,26102
A. Sankar,26113
L. Heck,26113
A. Stolcke,26113
Fuliang Weng,26117
Andreas Stolcke,26117
Ananth Sankar:,26117
Adwait Ratnaparkhi.,26143
John Hannan,26236
Frank Pfenning.,26236
Eck,26251
M.,26251
DeRose,26251
T.,26251
Duchamp,26251
Hoppe,26251
H.,26251
Lounsbery,26251
Stuetzle,26251
W.,26251
A. Johnson,26256
P. Leger,26256
R. Hoffman,26256
M. Hebert,26256
J. Osborn.,26256
Richard Szeliski,26262
Sing Bing Kang.,26262
L. Georgiadis,26287
R. Guerin,26287
V. Peris,26287
R. Rajan.,26287
Inouye,26290
J.,26290
Cen,26290
S.,26290
Pu,26290
C.,26290
Walpole,26290
R. Katz,26293
C. Mercer,26301
S. Savage,26301
H. Tokuda.,26301
B. Noble,26303
M. Satyanarayanan amd G. Nguyen,26303
R. Katz.,26303
Steere,26311
G. M. Voelker,26316
B. N. Bershad. Mobisaic:,26316
A. Waibel.,26317
G.S. Avrunin,26320
J.C. Corbett,26320
L.K. Dillon,26320
J.C. Wileden.,26320
James C. Corbett.,26326
James C. Corbett.,26328
J. C. Corbett,26329
G. S. Avrunin.,26329
S. Kambhampati,26370
Subbaro Kambhampati.,26372
S. Kambhampati,26373
S. Katukam,26373
Y. Qu.,26373
Subbarao Kambhampati,26374
Craig Knoblock,26374
Qiang Yang.,26374
Subbaro Kambhampati,26375
Eric Lambrecht,26375
Eric Parker.,26375
S. Kambhampati,26377
X. Yang.,26377
S. Minton.,26381
B. Srivastava,26388
S. Kambhampati.,26388
E. Black,26420
F. Jelinek,26420
J. Lafferty,26420
D. Magerman,26420
R. Mercer,26420
S. Roukos,26420
Paola Inverardi,26449
Alexander Wolf,26449
K. Jeffay,26450
Mary Shaw,26462
Paul Clements,26462
Alexander Aiken,26469
Dexter Kozen,26469
Moshe Vardi,26469
Edward Wimmers.,26469
A. Aikin,26470
E. Wimmers.,26470
Alexander Aiken,26471
Brian R. Murphy.,26471
Nevin Heintze,26479
Joxan Jaffar.,26479
Baker,26490
H.G.,26490
D. Evans.,26493
S. Ioannidis,26567
S. Dwarkadas.,26567
P. Keleher,26570
C. Tseng.,26570
H. Lu,26575
A.L. Cox,26575
S. Dwarkadas,26575
R. Rajamony,26575
W. Zwaenepoel.,26575
T. Mowry,26577
C. Chan,26577
A. Lo.,26577
Steven Cameron Woo,26585
Jaswinder Pal Singh,26585
John L. Hennessy.,26585
Peter B. Danzig,26597
Shih-Hao Li,26597
Katia Obraczka.,26597
Michael D. Schroeder,26627
Andrew D. Birrell,26627
Roger M. Needham.,26627
M. Schwartz,26628
A. Emtage,26628
B. Kahle,26628
B. Neuman,26628
E. F. Codd.,26728
L.V.S. Lakshmanan,26735
F.,26735
Ross,26739
Kenneth.,26739
L. Birkedal,26752
R. Harper.,26752
I. A. Mason,26753
S. F. Smith,26753
C. L. Talcott.,26753
Benjamin C. Pierce,26756
David N. Turner.,26756
T. Lindgren,26767
P. Mildner,26768
T. Lindgren,26768
Mary Baker,26773
Xinhua Zhao,26773
Stuart Cheshire,26773
Jonathan Stone.,26773
Charles E. Perkins,26782
Andrew Myles,26782
David B. Johnson.,26782
Mitchell Tasman.,26797
Y. Bartal,26799
A. Blum,26799
C. Burch,26799
A. Tomkins.,26799
J. Choi,26826
J. Dongarra,26826
S. Ostrouchov,26826
A. Petitet,26826
D. Walker,26826
R. C. Whaley.,26826
J. Demmel,26827
I. Dhillon,26827
H. Ren.,26827
Charles W. Anderson,26850
Sai Devulapalli,26850
Erik Stolz.,26850
Eoin A. Hyden.,26880
Klara Nahrstedt,26889
Ralf Steinmetz.,26889
NAHRSTEDT,26890
K.,26890
AND SMITH,26890
J. M.,26890
D. F. Box,26895
D. C. Schmidt,26895
T. Suda,26895
Robert Cypher,26902
C. Greg Plaxton,26902
Ulrich Nehmzow,26929
Brendan McGonigle,26929
P. Martin,26930
U. Nehmzow,26930
B. Donald,26935
J. Jennings,26935
D.,26935
Yan-Bin Jia,26939
Michael Erdmann.,26939
Jong-Shi Pang,26946
Jeffrey C. Trinkle.,26946
T.,26950
M. Bellare,26969
R. Canetti,26969
H. Krawczyk,26969
H. Krawczyk,26991
"""SKEME:",26991
V. Shoup,26998
A. Rubin.,26998
Benaloh,27002
J.,27002
Yung,27002
M.,27002
R.W.,27034
K. Nigam,27058
A. McCallum,27058
S. Thrun,27058
T. Mitchell.,27058
Baum,27066
Eric B.,27066
Birk,27068
A.,27068
Paul,27068
W. J.,27068
Miller,27075
M. S.,27075
Drexler,27075
K. E.,27075
Lee,27095
W. W.,27095
W. W. Lee,27096
B. J. Kuipers.,27096
Zhao,27106
F.,27106
Bershad,27118
B.,27118
Lee,27118
D.,27118
Romer,27118
T.,27118
Chen,27118
McKee,27126
S.A.,27126
Wulf,27126
Talluri,27127
M.,27127
Hill,27127
M. D.,27127
Talluri,27128
M.,27128
Kong,27128
S.,27128
Hill,27128
M. D.,27128
Patterson,27128
D.,27128
S. Perl,27129
R.,27129
Romer,27130
T.,27130
Ohlrich,27130
W.,27130
Karlin,27130
A.,27130
Bershad,27130
B.,27130
A.J. West,27132
T.L.J. Howard,27132
R.J. Hubbold,27132
A.D. Murta,27132
D.N. Snowdon,27132
D.A. Butler,27132
John K. Bennett.,27135
R. K. Dybvig.,27162
Steven D. Johnson.,27166
O.L. Mangasarian.,27174
James Arvo.,27182
P. Shirley,27187
K. Chiu,27187
Nader H. Bshouty,27197
Paul W. Goldberg,27197
Sally A. Goldman,27197
H. David Mathias.,27197
P. Goldberg,27199
S. Goldman,27199
D. Mathais.,27199
S. A. Goldman,27203
R. H. Sloan,27203
Erann Gat.,27220
Volker Klingspor. GRDT:,27230
F. Wallner,27238
M. Kaiser,27238
H. Friedrich,27238
R.,27238
Ali,27241
K.M.,27241
Pazzani,27241
M.J.,27241
Bauer,27243
E.,27243
Kohavi,27243
R.,27243
Chan,27246
P.,27246
Stolfo,27246
S.,27246
Wolpert,27246
D. (eds):,27246
Dietterich,27249
T.G.,27249
Kong,27249
E.B.,27249
Domingos,27250
P.,27250
Kohavi,27254
R.,27254
Kunz,27254
C.,27254
Gagan Agrawal,27265
Joel Saltz.,27265
Gagan Agrawal,27266
Joel Saltz,27266
Raja Das.,27266
Edjali,27280
G.,27280
Agrawal,27280
Sussman,27280
A.,27280
Saltz,27280
J.,27280
Mary W. Hall,27283
John M. Mellor-Brummey,27283
Alan Carle,27283
Rene G. Rodr iguez. Fiat:,27283
L. Gong,27328
R. Needham,27328
R. Yahalom,27328
Jon Harald Holm.,27360
R. J. Cole,27394
B. M. Maggs,27394
R. K. Sitaraman.,27394
R. Cypher,27396
L. Gravano.,27396
R. Cypher,27397
L. Gravano.,27397
A. Ranade,27412
S. Schleimer,27412
D. S. Wilkerson.,27412
S. Kambhampati.,27423
D. E. Wilkins,27436
Cohen,27455
J.,27455
Varshney,27455
A.,27455
Manocha,27455
D.,27455
Turk,27455
G.,27455
Weber,27455
H.,27455
Agarwal,27455
P.,27455
Brooks,27455
F.,27455
Wright,27455
W.,27455
Luebke,27460
D.,27460
Erikson,27460
C.,27460
Thornton,27510
C.,27510
Thornton,27514
C.,27514
M. W. Craven,27530
J. W. Shavlik.,27530
M.W. Craven,27531
J.W. Shavlik.,27531
J. J. Mahoney,27535
R. J. Mooney.,27535
Sebastian Thrun,27543
Geoffrey G. Towell,27545
Jude W. Shavlik,27545
R. Bhatia,27582
S. Khuller,27582
J. Naor.,27582
Kinshuk Govil,27589
Edwin Chan,27589
Hal Wasserman,27589
Ching-Long Su,27598
Chi-Ying Tsui,27598
Alvin Despain.,27598
Scott Decatur.,27606
Sally A. Goldman,27612
Michael J. Kerns,27612
Robert E. Schapire.,27612
D. A. Cohn.,27623
MacKay,27627
D.J.C.,27627
S. Schaal,27631
C. Atkeson,27631
J. Storck,27632
S. Hochreiter,27632
J. Schmidhuber.,27632
G. Robert Malan,27636
Farnam Jahanian,27636
Sushila Subramanian,27636
"""Salamander:",27636
Raj Rajkumar,27639
Kanaka Juvva,27639
Anastasio Molano,27639
Shui Oikawa,27639
Anastasio Molano,27641
Kanaka Juvva,27641
Raj Rajkumar,27641
"""",27641
Gregory Cooper,27642
Lisa Cingiser DiPippo,27642
Levon Esibov,27642
Roman Ginis,27642
Russel Johnston,27642
Peter Kortman,27642
Peter Krupp,27642
John Mauer,27642
Michael Squadrito,27642
Bha 27 vani Thuraisingham,27642
Steven Wohlever,27642
Victor Fay Wolfe.,27642
W. Feng,27644
U. Syyid,27644
J. W.-S. Liu.,27644
L. Mummert,27690
M. Ebling,27690
M. Satyanarayanan,27690
Noble,27691
B. D.,27691
Satyanarayanan,27691
M.,27691
David B. Johnson,27699
Willy Zwaenepoel:,27699
Mohan C.,27703
Lindsay B.,27703
Obermarck R.,27703
Davis,27750
K.,27750
Shneiderman,27802
B.,27802
John Nerbonne,27809
Klaus Netter,27809
Abdel Kader Diagne,27809
Ju-dith Klein,27809
Ludwig Dickmann.,27809
T. Austin,27821
G. Sohi,27821
D. Aha,27895
D. Kibler,27895
M. Albert.,27895
A. Sankar,27922
F. Beaufays,27922
V. Digalakis,27922
S. Murthy,27931
J.J. Garcia-Luna-Aceves.,27931
G. Webb.,27952
C. Anderson,27963
D.E. Smith,27963
D. Weld.,27963
J. Koehler,27969
B. Nebel,27969
J. Hoffmann,27969
Y Dimopoulos.,27969
S. M. Majercik,27970
M. L. Littman. MAXPLAN:,27970
D. S. Weld,27971
C. R. Anderson,27971
D. E. Smith.,27971
Cong,27972
J.,27972
Y. Ding,27972
Cong,27974
J.,27974
Y. Ding,27974
J. Cong,27976
C. Wu.,27976
R.-H. Hwang,28009
J. F. Kurose,28009
D. Towsley,28009
Bill Appelbe,28012
Reid Harmon,28012
Phil May,28012
Scott Wills,28012
Maurizio Vitale.,28012
Mario Lenz,28026
D.-K. Chen.,28138
Ding-Kai Chen,28139
Pen-Chung Yew.,28139
P. M. Petersen,28169
D. Padua,28169
Allis,28183
L. V.,28183
E.,28186
Charles W. Anderson,28188
S. G. Crawford-Hines.,28188
Leemon C.,28202
K. Basye,28212
T. Dean,28212
L. Kaelbling.,28212
S. Benson.,28215
D. Borrajo,28223
M. Veloso.,28223
S. Bradtke,28227
S Duff.,28227
R. Brafman,28228
M. Tennenholtz.,28228
John S. Breese,28230
David Heckerman.,28230
M. Buro.,28236
C. Byrne,28237
P. Edwards.,28237
Cichosz,28249
P.,28249
Peter Clark,28251
Tim Niblett.,28251
D. Cohn,28254
Z. Ghahramani,28254
M. Jordan,28254
M. Colombetti,28256
M. Dorigo.,28256
M. Cox,28265
A. Ram.,28265
M. Cox,28267
A. Ram.,28267
T. Dean,28278
K. Basye,28278
J. Shewchuk.,28278
Dorigo,28287
M.,28287
Colombetti,28287
M. Dorigo,28290
U. Schnepf.,28290
Claudia V. Goldman,28316
Jeffrey S. Rosenschein.,28316
Mance E. Harmon,28332
Leemon C. Baird,28332
III,28332
Harry Klopf.,28332
Thomas Haynes,28336
Sandip Sen.,28336
C. Isbell.,28349
T. Jaakkola,28350
M. I. Jordan,28350
S. P. Singh.,28350
Leslie P. Kaelbling.,28359
Daphne Koller,28365
Nimrod Megiddo.,28365
D. Koller,28366
N. Meggido,28366
B. von Stengel,28366
Daphne Koller,28367
Nimrod Megiddo,28367
Bernhard von Stengel.,28367
D. Koller,28368
A. Pfeffer.,28368
R. Levinson.,28375
Littman,28385
M.,28385
Boyan,28385
J.,28385
M.L. Littman,28387
T.L. Dean,28387
L.,28387
R. Maclin,28389
J. W. Shavlik.,28389
A. Moore,28412
C. Atkeson,28412
S. Schaal.,28412
D. Moriarty,28415
R. Miikkulainen.,28415
K. V. S. Murthy.,28418
Barney Pell. Metagame:,28430
Ram,28445
Ashwin,28445
R. Arkin,28445
G. Boone,28445
M.,28445
A. Ram,28447
J. C. Santamara,28447
S. Rosenschein,28455
L. Kaelbling.,28455
C.D. Rosin,28456
R.K. Belew.,28456
S. Safra,28459
M. Tennenholtz.,28459
L. K. Saul,28471
S. P. Singh.,28471
Andrea Schaerf,28473
Yoav Shoham,28473
Moshe Tennenholtz.,28473
J. Sheppard,28475
S. Salzberg.,28475
J. Sheppard,28476
S. Salzberg.,28476
Satinder P. Singh,28485
Singh,28487
S. P.,28487
Singh,28489
Satinder P.; Jaakkola,28489
Tommi,28489
Jordan,28489
Michael I.,28489
Singh,28491
S.,28491
Sutton,28491
R.,28491
R.S. Sutton.,28504
Milind Tambe.,28507
M. Tambe.,28508
M. Tambe,28510
L. Johnson,28510
W. Shen.,28510
M. Tambe,28511
P. S. Rosenbloom.,28511
P Turney.,28522
R. J. Williams,28542
L. C. Baird.,28542
Danny Cohen,28567
Gregory Finn,28567
Robert Felderman,28567
Annette DeSchon.,28567
MD Hayter,28587
DR McAuley.,28587
N. Immerman,28611
S. Patnaik,28611
D. Stemple.,28611
T. Leung,28613
G. Mitchell,28613
B. Subramanian,28613
B. Vance,28613
S. Vandenberg,28613
S. Zdonik,28613
P. Auer,28625
M. K. Warmuth.,28625
Avrim Blum,28632
Adam Kalai.,28632
N. Cesa-Bianchi,28633
Y. Freund,28633
Yoav Freund.,28640
Y. Freund,28641
R. Schapire.,28641
Nicholas Littlestone,28649
Philip M. Long,28649
Manfred K. Warmuth.,28649
J. Gratch,28664
S. Chien,28664
G. DeJong,28664
P. Tadepalli,28674
Jennifer Chu-Carroll,28728
Sandra Carberry,28728
David R. Traum,28746
Peter A. Heeman.,28746
Simmons,28771
R.; Goodwin,28771
R.; Haigh,28771
K. Z.; Koenig,28771
S.;,28771
O\'Sullivan,28771
J.,28771
W. B. Seales,28795
C. R. Dyer.,28795
S. Ben-David,28806
B. Chor,28806
O. Goldreich,28806
M. Luby.,28806
Oded Goldreich,28809
Uwe Meier,28832
Wolfgang Hurst,28832
Paul Duch-nowski.,28832
R. Stiefelhagen,28834
Jie Yang,28834
Uwe Meier.,28834
Stiefelhagen,28835
R.,28835
O\'Reilly,28851
U. M.,28851
F.,28851
Y. A. Liu.,28858
Charles Elkan.,28873
James Aspnes,28936
Maurice Herlihy.,28936
Buntine,28957
W.,28957
M. Ramoni,28964
P. Sebastiani.,28964
Pfahringer B.: CLP(gRel):,29001
Dawson,29008
S.,29008
Jahanian,29008
F.,29008
B. Noble,29017
M. Satyanarayanan,29017
D. Narayanan,29017
J. Tilton,29017
J. Flinn,29017
K. Walker.,29017
M. Satyanarayanan.,29019
M. Chiodo,29062
L. Lavagno,29062
A. Jurecska,29062
P. Giusto,29062
H. Hsieh,29062
A. Sangiovanni-Vincentelli.,29062
T. Shiple,29072
G. Berry,29072
H. Touati.,29072
R .M. Karp,29076
R. E. Miller,29076
S. Lee,29104
J.M. Rabaey.,29104
Boyer,29108
Moore. NQTHM:,29108
Felice Balarin,29125
A. S. Vincentelli,29125
Pai Chou,29137
Elizabeth A. Walkup,29137
Gaetano Borriello.,29137
E. Walkup,29160
G. Borriello.,29160
Halang,29168
W. A.,29168
Stoyenko,29168
A. D.,29168
M. Chiodo,29175
L. Lavagno,29175
A. Jurecska,29175
P. Giusto,29175
H. Hsieh,29175
A. Sangiovanni-Vincentelli.,29175
Charles Kalmanek,29180
Hemant Kanakia,29180
Srinivasan Keshav.,29180
D. Saha,29189
S. Mukherjee,29189
S. H. Tripathi.,29189
D. Saha,29190
S. Mukherjee,29190
S. K. Tripathi,29190
M. Shreedhar,29191
G. Varghese.,29191
D. Stiliadis,29192
A. Varma,29192
D. A. Simon,29201
et al.,29201
Gregory D. Hager,29218
